173
0.000	0.000	0.000
0.107	0.000	-28.153
0.214	0.000	-56.662
0.321	0.000	-85.526
0.429	0.000	-114.746
0.536	0.000	-144.321
0.643	0.000	-174.252
0.750	0.000	-204.537
0.857	0.000	-235.250
0.964	0.000	-266.318
1.071	0.000	-297.741
1.179	0.000	-329.519
1.286	0.000	-361.653
1.393	0.000	-394.143
1.500	0.000	-426.987
1.607	0.000	-488.199
1.714	0.000	-549.766
1.821	0.000	-611.688
1.929	0.000	-673.966
2.036	0.000	-736.599
2.143	0.000	-799.587
2.250	0.000	-862.931
2.357	0.000	-926.701
2.464	0.000	-990.827
2.571	0.000	-1055.308
2.679	0.000	-1120.145
2.786	0.000	-1185.337
2.893	0.000	-1250.884
3.000	0.000	-1316.787
3.117	113.977	-1307.770
3.233	225.630	-1298.753
3.350	334.968	-1289.736
3.467	441.996	-1280.719
3.583	546.722	-1271.702
3.700	649.152	-1262.685
3.817	749.294	-1253.668
3.933	847.154	-1244.651
4.050	942.739	-1235.634
4.167	1036.057	-1226.617
4.283	1127.114	-1217.600
4.400	1215.916	-1208.583
4.517	1302.260	-1199.566
4.633	1386.628	-1190.550
4.750	1469.067	-1181.533
4.867	1549.591	-1172.516
4.983	1628.201	-1163.499
5.100	1704.897	-1154.482
5.217	1779.399	-1145.465
5.333	1851.906	-1136.448
5.450	1922.420	-1127.431
5.567	1990.940	-1118.414
5.683	2057.465	-1109.397
5.800	2121.996	-1100.380
5.917	2184.533	-1091.363
6.033	2245.076	-1082.346
6.150	2303.625	-1073.329
6.267	2360.180	-1064.312
6.383	2414.741	-1055.295
6.500	2467.307	-1046.278
6.617	2517.879	-1037.261
6.733	2566.457	-1028.244
6.850	2613.041	-1019.227
6.967	2657.631	-1010.210
7.083	2700.227	-1001.193
7.200	2740.829	-992.176
7.317	2779.436	-983.159
7.433	2816.049	-974.143
7.550	2850.669	-965.126
7.667	2890.915	-956.109
7.783	2929.800	-947.092
7.900	2966.692	-938.075
8.017	3001.390	-929.058
8.133	3034.174	-920.041
8.250	3065.043	-911.024
8.367	3093.998	-902.007
8.483	3121.038	-892.990
8.600	3146.165	-883.973
8.717	3169.097	-874.956
8.833	3190.036	-865.939
8.950	3208.980	-856.922
9.067	3225.930	-847.905
9.183	3240.886	-838.888
9.300	3253.848	-829.871
9.417	3264.617	-820.854
9.533	3273.471	-811.837
9.650	3280.410	-802.820
9.767	3285.435	-793.803
9.883	3288.546	-784.786
10.000	3289.743	-775.769
10.119	3288.605	-784.939
10.237	3285.449	-794.109
10.356	3280.274	-803.279
10.475	3273.080	-812.449
10.593	3263.866	-821.618
10.712	3252.609	-830.788
10.831	3239.102	-839.958
10.949	3223.576	-849.128
11.068	3206.031	-858.298
11.186	3186.467	-867.467
11.305	3164.885	-876.637
11.424	3141.232	-885.807
11.542	3115.355	-894.977
11.661	3087.460	-904.146
11.780	3057.546	-913.316
11.898	3025.612	-922.486
12.017	2991.660	-931.656
12.136	2955.612	-940.826
12.254	2917.366	-949.995
12.373	2877.101	-959.165
12.492	2838.584	-968.335
12.610	2802.481	-977.505
12.729	2764.554	-986.675
12.847	2724.506	-995.844
12.966	2682.285	-1005.014
13.085	2638.045	-1014.184
13.203	2591.787	-1023.354
13.322	2543.509	-1032.524
13.441	2493.212	-1041.693
13.559	2440.769	-1050.863
13.678	2386.179	-1060.033
13.797	2329.570	-1069.203
13.915	2270.941	-1078.372
14.034	2210.294	-1087.542
14.153	2147.628	-1096.712
14.271	2082.790	-1105.882
14.390	2015.830	-1115.052
14.508	1946.851	-1124.221
14.627	1875.853	-1133.391
14.746	1802.837	-1142.561
14.864	1727.801	-1151.731
14.983	1650.567	-1160.901
15.102	1571.238	-1170.070
15.220	1489.890	-1179.240
15.339	1406.523	-1188.410
15.458	1321.136	-1197.580
15.576	1233.675	-1206.749
15.695	1143.741	-1215.919
15.814	1051.468	-1225.089
15.932	956.907	-1234.259
16.051	860.051	-1243.429
16.169	760.893	-1252.598
16.288	659.426	-1261.768
16.407	555.379	-1270.938
16.525	448.979	-1280.108
16.644	340.247	-1289.278
16.763	229.178	-1298.447
16.881	115.765	-1307.617
17.000	0.000	-1316.787
17.120	0.000	-1242.989
17.240	0.000	-1169.641
17.360	0.000	-1096.743
17.480	0.000	-1024.295
17.600	0.000	-952.296
17.720	0.000	-880.748
17.840	0.000	-809.690
17.960	0.000	-739.096
18.080	0.000	-668.951
18.200	0.000	-599.256
18.320	0.000	-530.011
18.440	0.000	-461.216
18.560	0.000	-408.545
18.680	0.000	-371.997
18.800	0.000	-335.899
18.920	0.000	-300.251
19.040	0.000	-265.052
19.160	0.000	-230.304
19.280	0.000	-196.019
19.400	0.000	-162.224
19.520	0.000	-128.880
19.640	0.000	-95.985
19.760	0.000	-63.540
19.880	0.000	-31.545
20.000	0.000	0.000
